,url,name,size,prize
0,['https://www.stadiumgoods.com/air-jordan-1-mid-274721'],['\n                        Air Jordan 1 Mid                                                                    '],"['Choose your size (U.S.)', '11.5', '13', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11', '12', '12.5', '13.5', '14', '15']","['', '\n$185.00\n', '\n$139.00\n', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ']"
1,['https://www.stadiumgoods.com/air-jordan-1-high-strap-239908'],['\n                        Air Jordan 1 High Strap                                                                    '],"['Choose your size (U.S.)', '8.5', '9.5', '10*', '10.5*', '11*', '12*', '15', '7', '7.5', '8', '9', '11.5', '12.5', '13', '13.5', '14', '16', '17', '18']","['', '\n$140.00\n', '\n$140.00\n', '\n$95.00\n', '\n$95.00\n', '\n$95.00\n', '\n$110.00\n', '\n$110.00\n', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ']"
2,['https://www.stadiumgoods.com/jordan-1-mid-td-640735-174-white-metallic-gold-obsidian'],['\n                        Jordan 1 Mid TD                                                “Obsidian”                     '],"['Choose your size (U.S.)', '8C', '9C', '1C', '2C', '3C', '4C', '5C', '6C', '7C', '10C']","['', '\n$95.00\n', '\n$95.00\n', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ']"
3,['https://www.stadiumgoods.com/air-jordan-1-high-zip-aq3742-116-white-white-university-red'],['\n                        Air Jordan 1 High Zip                                                                    '],"['Choose your size (U.S.)', '11.5Y*', '3.5W', '4W', '5W', '5.5W', '6W', '6.5W', '7W', '7.5W', '8W', '8.5W', '3.5Y*', '4Y*', '4.5Y', '8Y*', '8.5Y', '9Y', '9.5Y*', '4.5W', '9W', '9.5W', '10W', '10.5W', '11.5W', '5Y', '5.5Y', '6Y', '6.5Y', '7Y', '7.5Y', '10Y', '10.5Y']","['', '\n$75.00\n', '\n$140.00\n', '\n$140.00\n', '\n$140.00\n', '\n$140.00\n', '\n$140.00\n', '\n$140.00\n', '\n$140.00\n', '\n$140.00\n', '\n$140.00\n', '\n$140.00\n', '\n$115.00\n', '\n$110.00\n', '\n$140.00\n', '\n$120.00\n', '\n$109.00\n', '\n$120.00\n', '\n$115.00\n', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ']"
4,['https://www.stadiumgoods.com/air-jordan-1-retro-high-flykni-919704-333-clay-green-whitehypercobalt'],['\n                        Air Jordan 1 Retro High Flykni                                                                    '],"['Choose your size (U.S.)', '10', '7', '7.5', '8', '8.5', '9', '9.5', '10.5', '11', '11.5', '12', '12.5', '13', '13.5', '14', '15', '16', '17', '18']","['', '\n$110.00\n', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ']"
5,['https://www.stadiumgoods.com/air-jordan-1-mid-prem-white-infrared-23-667399-123'],['\n                        Air Jordan 1 Mid Prem                                                                    '],"['Choose your size (U.S.)', '11', '12.5', '13', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11.5', '12', '13.5', '14', '15']","['', '\n$559.00\n', '\n$235.00\n', '\n$209.00\n', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ']"
6,['https://www.stadiumgoods.com/jordan-1-mid-ps-640734-071-black-universitygold-white'],['\n                        Jordan 1 Mid PS                                                                    '],"['Choose your size (U.S.)', '11C', '12C', '13C', '1Y', '2Y', '2.5Y', '10.5C', '11.5C', '12.5C', '13.5C', '1.5Y', '3Y']","['', '\n$95.00\n', '\n$95.00\n', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ']"
7,['https://www.stadiumgoods.com/jordan-1-mid-ps-640734-113-white-black-white'],['\n                        Jordan 1 Mid (PS)                                                “Tuxedo”                     '],"['Choose your size (U.S.)', '10.5C', '11C', '13C', '1Y', '2Y', '2.5Y', '11.5C', '12C', '12.5C', '13.5C', '1.5Y', '3Y']","['', '\n$55.00\n', '\n$95.00\n', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ']"
8,['https://www.stadiumgoods.com/air-jordan-1-retro-high-wolf-grey-youth-705300-031'],['\n                        Air Jordan 1 Retro High BG                                                “Wolf Grey”                     '],"['Choose your size (U.S.)', '6.5Y*', '7Y*', '3.5Y', '4Y', '4.5Y', '5Y', '5.5Y', '6Y']","['', '\n$109.00\n', '\n$109.00\n', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ']"
9,['https://www.stadiumgoods.com/wmns-air-jordan-1-ret-hi-prem-ah7389-607-gym-red-metallic-gold'],['\n                        Wmns Air Jordan 1 Ret Hi Prem                                                                    '],"['Choose your size (U.S.)', '6W', '6.5W', '9W', '9.5W*', '11W', '5W', '5.5W', '7W', '7.5W', '8W', '8.5W', '10W', '10.5W', '11.5W', '12W']","['', '\n$79.00\n', '\n$79.00\n', '\n$79.00\n', '\n$90.00\n', '\n$95.00\n', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ']"
