,url,name,size,prize
0,['https://www.stadiumgoods.com/air-jordan-1-mid-coral-stardust-852542-600'],['\nAir Jordan 1 Mid SE “Coral Stardust” '],"['Choose your size (U.S.)', '7.5', '8*', '8.5*', '9', '4', '4.5', '5', '5.5', '6', '6.5', '7', '9.5', '10', '10.5', '11', '11.5', '12', '12.5', '13', '14', '15', '16', '17', '18']","['', '\n$185.00\n', '\n$185.00\n', '\n$185.00\n', '\n$185.00\n', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ']"
1,['https://www.stadiumgoods.com/air-jordan-1-mid-554724-700-university-gold-black-white'],['\n                        Air Jordan 1 Mid                                                “Taxi Yellow”                     '],"['Choose your size (U.S.)', '7.5', '8.5', '9', '10', '10.5', '11', '4', '4.5', '5', '5.5', '6', '6.5', '7', '8', '9.5', '11.5', '12', '12.5', '13', '14', '15', '16', '17', '18']","['', '\n$185.00\n', '\n$185.00\n', '\n$165.00\n', '\n$140.00\n', '\n$140.00\n', '\n$140.00\n', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ']"
2,['https://www.stadiumgoods.com/air-jordan-1-retro-ko-hi-black-varsity-red-white-402297-001-138738'],['\n                        Air Jordan 1 Retro KO HI                                                                    '],"['Choose your size (U.S.)', '11*', '7', '7.5', '8', '8.5', '9', '9.5', '10', '10.5', '11.5', '12', '12.5', '13', '13.5', '14', '15']","['', '\n$165.00\n', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ']"
3,['https://www.stadiumgoods.com/air-jordan-1-retro-high-og-q54'],['\nAir Jordan 1 Retro High OG Q54 “QUAI54” '],"['Choose your size (U.S.)', '9', '11.5', '12', '14', '7', '7.5', '8', '8.5', '9.5', '10', '10.5', '11', '12.5', '13', '13.5', '15', '16', '17', '18']","['', '\n$409.00\n', '\n$325.00\n', '\n$235.00\n', '\n$235.00\n', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ']"
4,['https://www.stadiumgoods.com/air-jordan-1-retro-high-og-271382'],['\n                        Air Jordan 1 Retro High OG                                                                    '],"['Choose your size (U.S.)', '9.5', '10', '11*', '11.5*', '7', '7.5', '8', '8.5', '9', '10.5', '12', '12.5', '13', '13.5', '14', '15', '16', '17', '18']","['', '\n$180.00\n', '\n$205.00\n', '\n$170.00\n', '\n$165.00\n', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ']"
5,['https://www.stadiumgoods.com/air-jordan-1-retro-high-la-200110'],['\nAir Jordan 1 Retro High LA “Los Angeles” '],"['Choose your size (U.S.)', '7.5', '8.5', '9', '10', '10.5', '11', '11.5', '12', '13', '7', '8', '9.5', '12.5', '13.5', '14', '15', '16', '17', '18']","['', '\n$185.00\n', '\n$240.00\n', '\n$205.00\n', '\n$225.00\n', '\n$195.00\n', '\n$155.00\n', '\n$195.00\n', '\n$170.00\n', '\n$185.00\n', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ']"
6,['https://www.stadiumgoods.com/air-jordan-1-mid-se-gs-av5174-400-monsoon-blue-purple-rise'],['\n                        Air Jordan 1 MID SE (GS)                                                                    '],"['Choose your size (U.S.)', '6Y', '7Y', '3.5Y', '4Y', '4.5Y', '5Y', '5.5Y', '6.5Y']","['', '\n$180.00\n', '\n$195.00\n', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ']"
7,['https://www.stadiumgoods.com/air-jordan-1-retro-high-og-271228'],['\nAir Jordan 1 Retro High OG “DAVID LETTERMAN” '],"['Choose your size (U.S.)', '9', '10', '10.5', '11*', '11.5', '12', '13', '18*', '7', '7.5', '8', '8.5', '9.5', '12.5', '13.5', '14', '15', '16', '17']","['', '\n$220.00\n', '\n$205.00\n', '\n$159.00\n', '\n$185.00\n', '\n$165.00\n', '\n$159.00\n', '\n$209.00\n', '\n$185.00\n', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ']"
8,['https://www.stadiumgoods.com/air-jordan-1-retro-hi-prem-bg-822858-027-wolf-grey-dark-grey-white'],['\n                        Air Jordan 1 Retro Hi Prem BG                                                                    '],"['Choose your size (U.S.)', '7Y*', '3.5Y', '4Y', '4.5Y', '5Y', '5.5Y', '6Y', '6.5Y', '7.5Y', '8Y', '8.5Y', '9Y', '9.5Y', '10Y']","['', '\n$195.00\n', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ']"
9,['https://www.stadiumgoods.com/air-jordan-1-mid-554724-605-gym-red-white-black'],['\n                        Air Jordan 1 Mid                                                                    '],"['Choose your size (U.S.)', '9*', '9.5*', '13', '7', '7.5', '8', '8.5', '10', '10.5', '11', '11.5', '12', '12.5', '13.5', '14', '15']","['', '\n$325.00\n', '\n$325.00\n', '\n$120.00\n', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ', '\n                                                    Notify me                                            ']"
